Word,Frequency,PMI,R_Entropy,L_Entropy
讫,88,80,4.343289445392767,5.255350292330235
粥,87,80,4.250770549824669,4.472094363313335
临,87,80,4.1379243189969355,4.556088322639176
张,87,80,3.8460755939268907,3.502163440109671
表,87,80,3.2180034726654765,4.476004867131978
古,87,80,2.642980887844426,4.732745972022818
似,86,80,5.639787838280821,4.95379487467027
悬,86,80,4.860069676169052,4.724372820753983
折,86,80,4.816354426181254,4.702161447284764
悸,86,80,4.252180011265246,3.502397792948199
往,86,80,2.1037408142437597,4.645765647518406
由,85,80,5.63758846358102,3.35620925986703
菜,85,80,5.308758439731458,4.792498068733885
忧,85,80,3.9213973402174855,4.916230831758408
薄,84,80,4.881005488054639,5.145421593156471
东,84,80,3.656643966146623,4.2756631070100335
迟,83,80,4.31258146337537,4.191022620609058
浴,83,80,3.945929176683148,4.496693017185326
仰,83,80,3.207152656093659,3.0673402534478447
备,83,80,2.6304922312129064,3.5627656294515146
高,82,80,4.339420823559739,4.617586488336997
府,82,80,3.9262723741395074,2.819145307517369
玉,82,80,3.6574607714233327,4.6105755309995455
熨,82,80,3.3537330438471296,5.064964725016598
飞,82,80,2.0998885206351092,3.787435072847476
循,81,80,5.211097745335962,3.739097917988785
悉,81,80,4.407548352797821,5.211174169428641
倍,81,80,4.291895531353427,4.490095167912769
肥,81,80,4.138870530390988,4.956083536094716
腋,81,80,2.5065109175352425,5.006008867186529
灌,80,80,3.522814264230197,5.411248847458856
蹄,79,80,4.4256765621922,2.478533865722092
牙,79,80,4.364270335282728,3.535220436828733
颈,79,80,4.3319313301643225,4.366479102437745
仍,78,80,5.133498738965272,3.969815782426811
枯,78,80,4.720175521464347,3.2461147897530545
痿,78,80,4.187073936795793,3.5859410842609623
闻,78,80,4.139353839248382,4.617302053756084
臭,78,80,4.07242414119796,4.341829043903678
源,78,80,4.067897115506373,3.0035502295842402
聋,77,80,4.458636192011107,2.2617736056685893
碎,76,80,3.9693793744842676,4.4331841891490145
虎,76,80,3.754781731832162,4.070481684613113
密,76,80,3.3236712038335794,4.972549056927052
爪,76,80,2.9629907092313283,4.250664831454022
露,75,80,3.8499299889597136,3.8367832211740165
吹,74,80,4.64162973485082,4.541446994101794
对,74,80,4.338745887033361,4.408934604440194
救,73,80,4.549033925834705,4.6328263651488095
猝,73,80,4.483696428684621,3.816088921488831
异,73,80,4.470673051918213,4.022918925591032
证,73,80,4.19269670819389,3.941430611208111
绢,73,80,2.177079283693813,3.278130269113436
蒜,72,80,4.897081324419227,4.017002533077723
师,72,80,4.073087437578645,2.5638891485056363
还,71,80,5.111217882862835,4.970573095811684
铁,71,80,4.220883373531502,4.1647903590131445
瘕,71,80,4.069138368194342,3.6814494268943414
斯,70,80,5.07486295761736,2.71280671366503
氏,70,80,4.45412973485082,2.1939388964255513
灶,70,80,4.226141698036619,4.865641023041015
咸,70,80,4.192054808756195,4.43237519959145
卫,70,80,3.950710847232384,2.622546861103323
藏,69,80,4.29202511355675,5.064692415386117
室,69,80,4.267371594263585,2.3391730807610056
酢,69,80,3.6452164179667284,3.8057637945457037
尔,68,80,4.885155027210021,3.2415233899182483
吞,68,80,4.499860773982077,5.003271927080807
衰,68,80,3.8428966084191076,3.792926633203681
伸,68,80,3.7805913228033257,2.075413996392466
忘,68,80,3.6996987351738495,3.2608229184858666
光,68,80,3.415087193247362,4.606283522923009
居,67,80,4.146700577315057,4.91852761437418
类,67,80,3.9841837197791885,3.806124308290219
众,66,80,4.5591156956961365,4.180307540581812
癖,66,80,3.5758257945180882,3.9848071070660978
饱,66,80,3.4367939426617875,4.561382823650154
荆,66,80,2.5071002927545547,3.491078785931372
缩,65,80,4.137791623618052,4.5160077669017635
尾,65,80,3.9900097040407405,3.4318064628463207
胫,65,80,3.81731995643227,4.034185815946971
腕,65,80,3.4050229616023895,3.5059947935998883
掌,65,80,3.075681054155613,3.9006046937239245
陈,64,80,4.133947073809812,3.003933323425678
终,64,80,3.2120517366052606,4.5625
饴,64,80,2.323248273742192,3.1147869792568113
要,63,80,4.5661902165503205,4.472321731245031
置,62,80,5.3024795538336775,4.8647266763812915
停,62,80,4.559691266621809,4.7014964182926855
收,62,80,4.275731503204187,2.912871368529429
蜡,62,80,4.183546039377806,3.73185783960038
悲,62,80,4.180012907066825,4.4362573379917185
醉,62,80,4.112063152384019,4.062683189255491
适,62,80,2.1470452408090352,4.221928094887362
粗,61,80,4.009518796763036,3.9814648567476545
囊,61,80,3.7256760769686683,3.6111456097266337
症,61,80,3.0142704515435996,4.031509608007944
饭,60,80,4.831939789672823,4.944249770481666
量,60,80,4.601184728550128,4.5331841754063085
淫,60,80,4.214873668469853,3.6328956864616244
酥,60,80,4.15140074999693,4.361052349254429
求,60,80,4.013809173883549,4.453120413564213
妄,60,80,3.7975695147200934,4.592433483480479
堕,60,80,3.516313761067115,4.247352825482393
丁,60,80,2.7551491654507703,2.429494520451445
早,59,80,4.526129815595919,4.7628148954723555
周,59,80,4.208568923269787,4.259149055933541
快,59,80,3.6375903597214685,4.414177320667444
韭,59,80,3.2773377557792887,3.16196145237929
忤,58,80,4.023471592049353,2.133377951812343
决,58,80,3.9666088065679146,4.726409765557392
颊,58,80,3.443734406463267,4.643942707918268
苏,58,80,3.4092040104695736,3.9108581632548023
却,57,80,5.016738232040776,4.41189187902552
顺,57,80,4.362267574713641,4.41231084602873
舍,57,80,3.722438500530197,4.189800050307763
拭,57,80,3.670118476512269,4.578569029152618
眠,57,80,3.6457113704075774,3.413336823403453
害,57,80,2.912881564724024,4.272055208874201
糖,56,80,4.180768321596845,2.5372194367812826
摇,56,80,3.4037016960573485,2.739639614863803
浊,55,80,4.513794876803092,4.733713518816063
宫,55,80,4.001822825622231,2.882155488563689
泣,55,80,3.5016291673878235,2.7230741894285693
烊,55,80,2.651793902628769,2.0520440502629658
营,55,80,2.6191740040496936,4.0337834090041005
系,54,80,4.879525801113099,4.44509151096056
屑,54,80,4.423251796980338,3.9763527651900104
凝,54,80,4.392317422778761,4.5358630961373665
单,54,80,3.7461530077029823,4.686146588249909
隐,54,80,3.6760028378788268,4.514718016821337
辟,54,80,3.585317107836575,3.3152080746715926
涎,54,80,2.5404587871489333,4.022333268039264
瓦,54,80,2.535540314598959,2.6315919177181475
兼,53,80,4.944717152594763,3.969001629875993
公,53,80,4.070847093622518,4.5045222452054
饥,53,80,3.9749375012019255,4.2561983328100945
王,53,80,3.9165656302427174,4.432619826353562
衄,53,80,2.7900177254134357,3.332894541016915
贴,53,80,2.3625766992651274,4.799061723926001
报,53,80,2.0141467614227277,2.0423632615094087
共,52,80,5.148758439731457,4.4939427079182686
音,52,80,4.647322358794577,3.5587462305923774
犬,52,80,4.3087513512471665,3.266150648454355
户,52,80,4.101409765557392,3.753128109347458
乐,52,80,3.8268748818646365,2.467538826536509
旋,52,80,2.460933962470924,4.137537511266052
柱,51,80,4.2621987351738495,3.5225324318548497
粒,51,80,2.9995812306460645,3.127371889615371
振,51,80,2.8064204614887784,4.954448698502607
丘,51,80,2.17292599466913,2.3831355950464066
莫,50,80,4.17696648144045,3.180832987205441
软,50,80,4.103727665980414,4.544325652580697
投,50,80,4.073191981349119,4.833872975927971
诊,50,80,3.765690978600711,3.9873008763572906
狗,50,80,3.6721804688852164,4.021640636343318
熏,50,80,3.329981707104248,4.614369445886755
肛,50,80,3.328923239336796,3.298862600434221
任,50,80,3.2543419534652918,4.202819531114783
季,50,80,2.6816259570743917,3.627834807934711
蜂,50,80,2.270598122125207,3.441491375239097
且,49,80,4.855132681893298,3.8403471164197516
逐,49,80,4.542055982805474,4.39258275559097
痞,49,80,3.8917537034083156,4.168219256122183
攻,49,80,3.854487299607345,5.001629167387826
饼,49,80,3.119444918213772,3.7983826857028546
传,48,80,4.37489516746925,3.772598918220279
困,48,80,4.368388082419121,4.7825640781493135
顷,48,80,4.315824333525707,2.2512342941649077
疹,48,80,4.161987589698946,2.7765596254085056
溃,48,80,3.9219382458707455,4.380741985218564
徐,48,80,3.8868421881310113,3.24356873123068
荣,48,80,3.144515375495047,4.328950468617944
遗,48,80,2.9103668353637873,4.476496190527228
辄,47,80,5.102746985122408,4.756618568273184
看,47,80,4.737322779818597,4.3565583354166755
倒,47,80,4.39599887053484,3.8282503874953133
炼,47,80,4.35068478425551,4.096986893771378
溺,47,80,3.6820493678496113,3.94620978463647
蚕,47,80,3.671405583442497,2.310040679956921
乘,47,80,3.668452303311218,2.319517976278159
乏,47,80,3.4068456339854913,3.723683509323079
败,47,80,3.319647654902274,4.807009421281391
期,47,80,2.557308676734695,3.9139770731827506
秘,47,80,2.2478686043984446,3.500482538256197
最,46,80,4.221811245189948,4.734183719779189
静,46,80,3.9321380397593737,3.951143017707789
釜,46,80,2.933579903860561,4.140319531114783
犹,45,80,5.0306333740593745,4.251629167387823
惟,45,80,4.862206410719466,2.807354922057604
坏,45,80,3.3519530742463752,3.606955967768881
势,44,80,4.831074987250574,3.858694969562841
朝,44,80,4.70137575590605,4.093344863722963
只,44,80,4.543851526544548,3.5826103001485357
速,44,80,4.477459270033352,4.45148902643068
回,44,80,4.375487065435391,4.698538589772866
准,44,80,4.291687154704211,3.953565664946427
竭,44,80,4.004886164091841,4.089889359470838
噫,44,80,3.91829583405449,4.534258685055066
广,44,80,3.906597659245788,4.46967048737186
仓,44,80,3.8011085007312415,3.2066740551462996
犯,44,80,3.730361805932881,3.872905595320056
帛,44,80,3.644081185511604,3.237556152526928
啼,44,80,3.188307235905091,3.906905032796879
洪,44,80,3.035875409208134,3.826150431961056
感,44,80,2.5258711461231442,3.704302931775616
存,43,80,4.4575751596784805,4.3544425746945725
都,43,80,4.084962500721156,2.9245970884418004
蚀,43,80,3.8997141947882312,2.97893106798082
贯,43,80,3.777567157116928,3.2946635862096043
识,43,80,3.438294545119051,3.3304854033899596
滞,43,80,3.4160239758588555,4.358694969562841
魂,43,80,2.6481683006689467,4.444187891679296
既,42,80,4.686581882561328,4.459431618637295
绳,42,80,4.280682339234349,4.525499042860506
被,42,80,4.261911271147026,3.941309501485605
股,42,80,3.9101792788836396,3.687000558162356
炊,42,80,3.706745003085405,3.284053164876638
枢,42,80,3.484183719779189,2.1599607545781945
濡,42,80,2.902083686510709,3.955227096532553
肋,42,80,2.8289159389567526,3.4581437708769247
蓝,42,80,2.5176038773810547,3.323074189428569
萎,42,80,2.4477426785812737,2.340395449585534
暮,41,80,4.29465347354434,3.921029621737614
待,41,80,4.228062052860336,3.936260027531526
退,41,80,4.0194705707972505,3.9563580149100237
误,41,80,3.5229939862805058,3.9356610924641573
恚,41,80,3.4266160458809476,2.1280709109234848
预,41,80,3.2816870830264406,2.86796535823971
午,41,80,2.9751190649408663,2.9034651896016466
槐,41,80,2.7438787450477933,3.419381945646371
螈,41,80,2.7321588913645702,3.9288255189162933
洞,41,80,2.650292395539247,4.653495561774942
曾,41,80,2.35539771125992,2.2197218324096135
盖,40,80,4.423251796980338,3.796960730356964
容,40,80,4.2098671219040344,3.546098960174848
说,40,80,3.8796640049025934,4.5766176449086675
纹,40,80,3.819958605523099,2.341966641439909
暗,40,80,3.5994839817876887,2.7385402315010396
笑,40,80,3.5220552088742005,4.326465890981193
雀,40,80,3.329239931817578,2.3908636968570445
寿,40,80,3.292770193936991,3.625807235905091
突,40,80,3.265957320949175,2.460552261159405
搏,40,80,3.11583409216322,2.1137763356900807
李,40,80,2.8218881955261783,3.403074189428569
延,40,80,2.8192219629871325,4.254525464966176
炭,40,80,2.2979204501820814,4.094739663055176
学,40,80,2.13563615860824,4.134336113194453
情,39,80,4.577819531114783,4.51839711669891
遇,39,80,4.514718016821338,4.597276316262592
魄,39,80,3.8693312611115185,2.3906616522333266
酱,39,80,3.719294525666978,3.0560458969293283
疫,39,80,3.665310028318243,3.7020361356068596
贮,39,80,3.4406363526732653,3.7714370294611266
疥,39,80,3.152487689168953,3.751479777640285
翳,39,80,3.1009166856947723,3.8738125895678266
累,39,80,2.646471121847664,3.7020361356068596
永,39,80,2.607861226141998,4.088779347361362
饵,38,80,4.452819531114783,2.8841508005667134
纵,38,80,4.187889194919351,3.568030335864211
兔,38,80,3.655045546825804,2.0081320258333997
旺,38,80,3.0906993328423065,4.026986833359286
枕,38,80,3.083587370023807,3.402081402756031
涕,38,80,3.029570882017614,3.56199961153114
华,38,80,2.9583835753267245,3.9545304475546996
条,38,80,2.4193819456463714,4.011585431837429
采,37,80,4.450162589830065,3.507751647240616
竟,37,80,4.090234012145145,4.24986776225629
髀,37,80,3.8933448637229624,3.7492750707107128
离,37,80,3.6553362295323453,3.5275182662886326
星,37,80,3.653756708287001,2.1564772348825647
噎,37,80,2.848941045548106,4.247167197306933
哕,37,80,2.6364632458546655,3.034855534234978
建,37,80,2.590196690070161,4.015319531114783
胜,36,80,4.450162589830066,4.375222374437917
羽,36,80,4.106603137064474,2.3870646786584246
步,36,80,3.9072682296173897,2.652317393087157
击,36,80,3.880179922675737,3.5342676851569936
僻,36,80,3.763342488271849,3.566182325255331
卵,36,80,3.644413829577611,3.5035391228040242
游,36,80,3.4759093770885316,4.487122805397798
亡,36,80,3.3564924137968233,4.195816471537619
润,36,80,3.3158243335257067,4.245469029158445
历,36,80,2.367877567246035,3.1517685201210885
暑,35,80,4.053660689688185,2.3644376982145974
底,35,80,3.9407598325400897,3.9398290174664017
接,35,80,3.9321380397593733,2.2250556996085593
毕,35,80,3.6835423624332306,4.440223928941852
持,35,80,3.63843233544151,4.0980685120588385
屋,35,80,3.514405680798456,3.9677201004744993
烟,35,80,3.146483406602754,3.1676516844843357
歇,35,80,3.0220552088742005,3.809397528383803
粟,35,80,2.7126844297012047,3.9219382458707455
炒,34,80,4.042412565665392,3.6644977792004623
牵,34,80,4.000807235905091,4.238901256602629
称,34,80,3.9864543749030035,4.110577243331643
纸,34,80,3.8402239289418523,3.7040386490267627
眉,34,80,3.821311940104173,3.2946635862096048
哺,34,80,3.5238561897747234,2.9751190649408663
特,34,80,3.463366342754056,2.5949066182439395
苍,34,80,3.11192888182467,3.62449961153114
文,34,80,2.3517374334224663,3.2088506221341584
世,33,80,4.294246013232288,4.004886164091842
触,33,80,4.238901256602629,3.792841637894508
嚼,33,80,4.103909910282363,3.725104217943958
避,33,80,4.0667842134731025,3.669149588474265
冒,33,80,3.869331261111518,3.873140679513132
环,33,80,3.840402546702506,3.1513636691975444
狐,33,80,3.5306390622295662,3.969001629875993
察,33,80,3.4801670842458123,4.084962500721157
美,33,80,3.4250066620360853,4.293660689688184
输,33,80,3.418295834054489,3.0745158956199643
筒,33,80,3.406642489385678,2.05698542238284
绕,33,80,2.4152930388928713,4.20184123230257
箭,33,80,2.3808269522460908,2.416799490406086
昏,32,80,4.351823225551767,3.6732696895151067
略,32,80,4.253434386188785,3.1276082548729507
约,32,80,4.053660689688185,4.3565583354166755
灵,32,80,3.7004397181410917,4.023136955868885
尚,32,80,3.6883072359050906,4.363713275750188
炷,32,80,3.5309638736577567,3.658993415253805
酿,32,80,3.148577973256646,4.017894147619623
堂,32,80,3.1462863706621045,2.185545171166629
顶,32,80,2.7395722619867224,3.3151204074720737
素,32,80,2.5552690446481168,3.361294353521463
焉,32,80,2.321928094887362,4.31971753049182
凶,32,80,2.3068905956085186,3.413085422941154
委,32,80,2.1434645701575654,3.0957952550009344
守,31,80,4.323856189774723,3.869576746316394
削,31,80,3.713844162202505,3.616348566075163
夭,31,80,3.5726236638951634,3.55465150377211
移,31,80,3.567040216926579,4.091135423220312
耐,31,80,3.379069812860732,2.00633093059618
羹,31,80,3.25,3.6001908764824524
疸,31,80,3.1329145639793974,2.7852659125503667
休,31,80,3.0614821867207755,3.306890595608518
住,31,80,2.9659573209491747,2.825068810189308
妙,31,80,2.94770277922009,3.8524975771042005
沙,31,80,2.6893917467430883,3.875
例,31,80,2.6573852766501784,2.9655839357277802
字,30,80,3.6835423624332306,4.023465189601646
癣,30,80,3.1813663288914573,3.3059584928680414
仆,30,80,2.7254805569978675,2.8899168453199864
推,29,80,4.52164063634332,3.6644977792004623
读,29,80,4.106377316818027,3.719079570624174
士,29,80,3.8936606896881845,3.702799651920258
审,29,80,3.880456373480625,3.086048612313038
智,29,80,3.82790978214397,3.653107168362811
尘,29,80,3.8219280948873617,3.2409515816937415
德,29,80,3.7871439606981383,4.2098671219040344
尤,29,80,3.525939943986514,4.349648912578752
刮,29,80,3.410595876126293,3.702819531114783
泔,29,80,3.3195212983796374,3.2359263506290326
了,29,80,3.3027227528624894,4.1767526697769215
梁,29,80,3.066615216738451,2.5032583347756456
错,29,80,2.866587105828959,3.702471512219747
瘤,29,80,2.734512381750771,2.2926182206746386
疳,29,80,2.632192121571194,3.546593564294937
悦,29,80,2.2991040074712537,3.8820451081368623
唯,28,80,4.450212064914748,2.2516291673878226
痉,28,80,3.9321380397593733,3.973660689688184
旧,28,80,3.8868421881310122,3.875
他,28,80,3.844232898763191,3.1629717007935105
夕,28,80,3.821928094887362,3.016807506186579
健,28,80,3.456564762130953,3.313411192621122
书,28,80,3.286895754518763,4.001629167387823
胛,28,80,3.1776942711037672,2.93220247002428
沐,28,80,2.454986855772667,3.9361804341297555
申,28,80,2.395461844238322,3.277613436819116
喑,28,80,2.218437210664321,3.7946534735443413
寻,27,80,4.243856189774723,3.589898095464287
睛,27,80,3.9219280948873623,3.501397825434103
杯,27,80,3.5068905956085183,2.4071453756241565
果,27,80,3.381620107948735,3.7483286603655737
颔,27,80,3.083765141069551,3.326360407952693
玄,27,80,2.7230132859413336,3.6644977792004623
束,27,80,2.3897580034925574,3.149397470347699
制,26,80,4.061482186720775,3.844881935429326
全,26,80,3.931720687981077,4.088779347361362
习,26,80,3.5994839817876887,3.5876013115120555
盲,26,80,3.5465935642949384,3.062907291846956
躁,26,80,3.4138338639736006,3.1394705707972514
腻,26,80,3.238901256602631,2.44902557364365
掣,26,80,3.188721875540867,3.6709688919510652
哭,26,80,3.125,3.3632869239960543
溢,26,80,3.061482186720775,4.277613436819114
癃,26,80,3.027169118440619,3.641249800455478
圣,26,80,2.916056342179062,3.8492239123906256
冻,26,80,2.782094660187002,2.9617062775743133
狸,26,80,2.666666666666667,2.9312089489103235
辅,26,80,2.4849960987306523,2.062907291846956
观,25,80,4.073269689515107,2.091917186688699
北,25,80,4.0559581516151235,4.106603137064474
点,25,80,4.023136955868885,4.201841232302569
缝,25,80,3.7841837197791883,3.8349625007211565
拓,25,80,3.6424896731661263,3.4548223999466066
拔,25,80,3.418295834054489,3.0071964896856174
席,25,80,3.375,2.7170907747498885
比,25,80,3.368042422572715,2.556656707462823
管,25,80,3.3230741894285685,3.2527054819279444
压,25,80,3.234366979778612,4.297079327540665
瓶,25,80,3.1056721842714325,3.513269689515107
睡,25,80,3.027169118440619,3.4685766296878655
匀,25,80,2.94770277922009,2.222683189255492
疠,25,80,2.695461844238322,2.8792489698826964
导,25,80,2.6258145836939115,4.084962500721156
甑,25,80,2.373735909525858,4.16829583405449
壅,24,80,4.011365041826379,3.8841837197791884
凉,24,80,3.773557262275185,3.931838457168457
倾,24,80,3.6143694458867563,3.236857303422074
市,24,80,3.584962500721156,2.913977073182752
墨,24,80,3.577819531114783,3.2575004135020675
贵,24,80,3.381580488309164,4.021928094887362
克,24,80,3.3787753681455994,2.7614173902752386
索,24,80,3.375,4.1757358691004915
施,24,80,3.36030597770208,4.277613436819113
君,24,80,3.3027227528624894,3.5316306463679625
痂,24,80,3.2516291673878226,3.27280432733462
锉,24,80,3.180832987205441,2.84330194597015
啮,24,80,3.149397470347699,3.772055208874201
田,24,80,2.7744019192887706,2.4972243200613984
雪,24,80,2.5,2.7480005070735136
鼓,24,80,2.463865121950854,3.5724312513221195
怪,24,80,2.125814583693911,2.8327230088457287
充,23,80,3.577819531114783,3.8365916681089787
符,23,80,3.546593564294939,3.5178160905596987
堪,23,80,3.499227547132693,2.4849960987306523
垂,23,80,3.3843641434371494,3.884183719779189
促,23,80,3.375,3.149397470347699
愁,23,80,3.303701696057348,2.374556048381884
尖,23,80,3.2464393446710154,3.410099326733674
隔,23,80,3.2464393446710154,3.3927474104487847
顾,23,80,3.1219280948873624,3.649001209710341
扶,23,80,3.0230370655328804,2.521640636343318
济,23,80,2.8138461086383852,2.84330194597015
歌,23,80,2.682588730501833,3.350209029099897
听,23,80,2.6416041678685933,3.0220552088742
粪,22,80,3.94770277922009,3.7256507561120933
信,22,80,3.521640636343319,2.5521796970665487
虑,22,80,3.3927474104487847,3.230109234370822
没,22,80,3.2776134368191165,3.7254805569978675
彻,22,80,3.2210972500579564,2.980825936229078
祸,22,80,3.046439344671015,3.334679141051595
鹅,22,80,2.939829017466402,3.32323142879762
双,22,80,2.789898095464287,3.4193819456463714
巢,22,80,2.5135845592203094,3.3248629576173574
务,22,80,2.374556048381884,3.277613436819116
嗔,22,80,2.2890179898186576,4.03740119765411
瘙,22,80,2.1916116417513782,2.4856936124307722
愚,22,80,2.1895415173391393,3.906890595608518
缠,21,80,3.884183719779189,2.584962500721156
厌,21,80,3.875,2.60845859334435
疏,21,80,3.7735572622751845,3.7871439606981383
疑,21,80,3.75,3.182005814760214
述,21,80,3.640223928941851,2.7898657820928925
危,21,80,3.546593564294939,3.875
饧,21,80,3.3927474104487847,2.5785519909913264
晚,21,80,3.2516291673878226,2.8729055953200557
淹,21,80,3.215841172683752,3.530493056757482
跟,21,80,2.974937501201927,2.6416041678685938
肚,21,80,2.875,2.6026051487677933
栗,21,80,2.8453509366224368,2.794653473544342
牢,21,80,2.8150724101159437,3.577819531114783
垢,21,80,2.7534343861887853,2.9649760679674704
额,21,80,2.5609640474436812,3.75
钩,21,80,2.5306390622295662,3.2776134368191165
颅,21,80,2.4956029237290123,2.8522170014624826
瓮,21,80,2.424835634986198,3.892407118592875
瘢,21,80,2.375,2.619970710927636
寅,21,80,2.321928094887362,3.0
沾,20,80,3.8841837197791884,3.3815804883091634
望,20,80,3.7871439606981383,3.6901165175936654
固,20,80,3.773557262275185,3.702819531114783
尻,20,80,3.577819531114783,2.866247897312731
打,20,80,3.5304930567574826,2.771782221599798
浅,20,80,3.521640636343319,3.1751231351134614
西,20,80,3.3921472236645345,2.7777768114567856
功,20,80,3.377443751081734,3.6835423624332306
醒,20,80,3.334679141051595,3.452819531114783
啖,20,80,3.3232314287976212,3.6168746059562227
疖,20,80,3.238901256602631,2.2492870686521593
驴,20,80,3.1464393446710153,3.277613436819116
沃,20,80,2.9339545780481746,2.6689801450225326
郁,20,80,2.9329993066372895,3.180832987205441
江,20,80,2.863865121950854,3.906890595608518
频,20,80,2.7742433029172697,3.0957952550009344
酉,20,80,2.6464393446710157,3.0
博,20,80,2.4164997849817103,2.7777768114567865
囟,20,80,2.2464393446710154,2.6455933144511468
捉,19,80,4.058813890331201,3.139572261986723
象,19,80,3.75,2.6384600665861555
设,19,80,3.6835423624332306,2.2516291673878226
酪,19,80,3.6644977792004623,2.8140154482997177
吻,19,80,3.572431251322119,2.3718956694089637
择,19,80,3.4565647621309536,3.180832987205441
仙,19,80,3.4565647621309536,3.057476076289932
跳,19,80,3.3787834934861767,2.7777768114567865
俗,19,80,3.337175341123077,3.584962500721156
魇,19,80,3.240223928941852,3.530493056757482
宽,19,80,3.189898095464287,3.418295834054489
蟹,19,80,3.110578014789015,3.238901256602631
旬,19,80,3.0385623360756298,3.1556390622295662
捻,19,80,3.024397470347699,3.459431618637298
杖,19,80,2.9780948881692613,2.879506460812006
秃,19,80,2.872905595320056,2.2856005389623073
鸭,19,80,2.852217001462482,3.1556390622295662
卯,19,80,2.521640636343318,2.9219280948873623
乎,19,80,2.321928094887362,3.7474130395316396
戌,19,80,2.321928094887362,2.6416041678685933
瘴,19,80,2.2920717524577867,3.826874881864637
穷,19,80,2.1887870678023824,2.474601752714581
默,19,80,2.1295679874183233,2.291620193427939
计,18,80,3.640223928941851,3.459431618637298
膺,18,80,3.5032583347756456,3.277613436819116
雨,18,80,3.459431618637298,2.75
溲,18,80,3.419381945646371,3.334679141051595
盈,18,80,3.3248629576173574,3.6168746059562222
咬,18,80,3.323231428797621,3.0565647621309537
糜,18,80,3.321928094887362,3.1496734471867414
滤,18,80,3.202819531114783,2.292481250360578
图,18,80,3.09306920777189,3.101881223476018
筑,18,80,3.024397470347699,2.7516291673878226
硬,18,80,3.0,3.350209029099897
抑,18,80,2.999581230646064,3.3735572622751855
炮,18,80,2.94770277922009,3.381580488309164
惧,18,80,2.8464393446710154,2.473851389610045
脯,18,80,2.822579761842491,3.1556390622295662
奴,18,80,2.792481250360578,2.4609049321677965
漉,18,80,2.4662478973127318,2.1609640474436813
螫,18,80,2.355388542207534,2.8491229175080153
溏,18,80,2.35274578087187,3.182005814760214
燕,18,80,2.3355055565170972,2.216917186688699
颠,18,80,2.133387491316597,3.7004397181410926
包,18,80,2.125814583693911,2.2783518117113117
就,17,80,3.640223928941851,3.584962500721156
履,17,80,3.589898095464287,3.5
磨,17,80,3.521640636343319,3.381580488309164
齐,17,80,3.521640636343319,3.277613436819116
兽,17,80,3.4677201004744997,3.202819531114783
抱,17,80,3.452819531114783,2.40400975732486
徒,17,80,3.452819531114783,2.2810361125534233
罗,17,80,3.418295834054489,2.9689185639620974
魅,17,80,3.277613436819116,2.7777768114567865
河,17,80,3.25,3.2776134368191165
秽,17,80,3.180832987205441,3.75
爱,17,80,3.180832987205441,3.521640636343319
州,17,80,3.085055102756477,3.125
揩,17,80,3.028639311838575,2.9182958340544896
惑,17,80,2.8453509366224368,2.9398290174664026
凄,17,80,2.7272170014624826,2.2841591278514217
苗,17,80,2.71929452566698,3.4565647621309536
粘,17,80,2.60845859334435,3.589898095464287
份,17,80,2.5216406363433186,2.0119209285947934
展,17,80,2.33012496531497,3.459431618637298
欠,17,80,2.2359263506290326,3.077819531114783
排,17,80,2.146782221599798,3.2359263506290334
弥,17,80,2.133387491316597,3.2516291673878226
尝,16,80,4.0,2.9689185639620974
专,16,80,3.7004397181410926,3.418295834054489
详,16,80,3.640223928941852,3.418295834054489
絮,16,80,3.4677201004745006,3.039148671903071
迫,16,80,3.418295834054489,3.6644977792004623
弃,16,80,3.3787834934861767,3.277613436819116
遭,16,80,3.3735572622751855,3.5
国,16,80,3.2359263506290334,3.3248629576173565
柔,16,80,3.189898095464288,3.039148671903071
挽,16,80,3.182005814760214,3.180832987205441
惕,16,80,2.7516291673878226,2.4956029237290123
号,16,80,2.7395722619867224,2.251629167387823
晡,16,80,2.584962500721156,2.038159681645953
洒,16,80,2.495602923729013,2.2221915755066783
奄,16,80,2.3068905956085186,2.321928094887362
疲,16,80,2.2825887305018333,3.773557262275185
壬,16,80,2.0349409139562287,2.8464393446710154
嗌,16,80,2.0306390622295662,2.0588138903312014
运,15,80,3.7004397181410926,3.906890595608518
吾,15,80,3.6644977792004623,2.584962500721156
割,15,80,3.5465935642949384,3.2776134368191165
达,15,80,3.4565647621309536,3.5465935642949384
填,15,80,3.2402239289418517,3.095795255000934
腐,15,80,3.238901256602631,2.8453509366224368
贤,15,80,3.1395722619867223,3.378783493486176
托,15,80,3.0957952550009344,3.2359263506290334
猛,15,80,3.084962500721156,3.418295834054489
窠,15,80,3.027169118440619,2.699513850319966
省,15,80,2.9780948881692613,2.4508257945180882
淳,15,80,2.950212064914747,2.4056390622295662
块,15,80,2.94770277922009,3.521640636343319
芤,15,80,2.94770277922009,2.6464393446710153
晓,15,80,2.9219280948873623,3.32323142879762
柳,15,80,2.8423709931771093,2.321928094887362
擘,15,80,2.807354922057604,2.792481250360578
蓄,15,80,2.751629167387823,3.169925001442312
霜,15,80,2.7321588913645707,3.3927474104487847
机,15,80,2.725480556997868,3.4565647621309536
恣,15,80,2.6535442970305683,3.0957952550009344
腥,15,80,2.5503407095463886,3.3927474104487847
骂,15,80,2.5503407095463886,3.2359263506290334
